"comparing","ClassicSolved","NewSolved","n","m","used.constraints","n.binding","prop.binding","rnd1","rnd2","rnd3","rnd4","rnd5","rnd6","rnd7","rnd8","rnd9","rnd10","economy"
0,0,0,71,849,624,101,0.841666666666667,54,564,735,716,39,821,29,71,624,55,225
0,0,0,68,749,594,84,0.785046728971963,37,589,347,328,13,269,7,18,594,16,155
0,0,0,69,750,286,51,0.459459459459459,19,742,532,687,8,5,12,56,286,25,464
0,0,0,78,840,269,42,0.313432835820896,74,83,124,566,53,373,68,76,269,16,571
0,0,0,70,741,728,125,0.984251968503937,21,709,158,359,15,551,20,37,728,36,13
0,0,0,74,1015,718,114,0.802816901408451,20,119,95,942,54,709,13,59,718,24,297
0,0,0,79,868,384,67,0.515384615384615,14,477,89,206,76,38,19,68,384,38,484
0,0,0,61,625,309,65,0.580357142857143,30,361,286,485,20,153,48,13,309,6,316
0,0,0,64,883,739,107,0.93859649122807,34,642,788,445,9,389,44,38,739,9,144
0,0,0,76,1136,544,76,0.51006711409396,55,234,815,109,67,182,73,59,544,20,592
0,0,0,70,969,377,47,0.408695652173913,16,633,212,479,17,507,16,26,377,48,592
0,0,0,74,946,921,125,0.984251968503937,28,842,556,914,19,809,13,72,921,74,25
0,0,0,62,869,524,79,0.711711711711712,10,254,223,365,58,587,42,27,524,6,345
0,0,0,79,1155,310,46,0.278787878787879,19,842,125,1028,36,883,31,16,310,46,845
0,0,0,76,984,339,47,0.391666666666667,72,463,171,528,12,244,27,25,339,5,645
0,0,0,79,827,708,111,0.853846153846154,53,105,129,635,5,582,22,4,708,33,119
0,0,0,71,723,87,19,0.145038167938931,6,82,561,98,34,575,27,44,87,27,636
0,0,0,69,716,621,93,0.877358490566038,61,256,127,326,47,125,23,49,621,17,95
0,0,0,63,928,738,88,0.822429906542056,18,128,283,456,27,335,33,49,738,35,190
0,0,0,69,822,517,88,0.656716417910448,62,517,397,813,35,105,47,6,517,58,305
0,0,0,65,806,789,111,0.991071428571429,47,108,717,565,59,417,33,8,789,62,17
0,0,0,69,949,640,83,0.734513274336283,52,458,286,674,10,26,59,15,640,16,309
0,0,0,74,968,574,85,0.611510791366906,44,246,424,508,35,506,6,25,574,52,394
0,0,0,74,783,611,105,0.846774193548387,58,655,433,521,49,632,8,13,611,34,172
0,0,0,74,785,155,28,0.224,41,724,392,635,19,272,18,34,155,41,630
0,0,0,62,880,574,63,0.6,33,153,120,438,18,598,16,5,574,46,306
0,0,0,70,1021,199,32,0.248062015503876,21,205,954,724,9,901,66,15,199,19,822
0,0,0,66,929,540,63,0.611650485436893,2,104,540,425,61,36,48,12,540,38,389
0,0,0,79,1010,514,84,0.617647058823529,25,410,703,766,24,246,4,44,514,37,496
0,0,0,75,1048,271,38,0.273381294964029,36,260,908,1003,24,65,7,3,271,74,777
0,0,0,68,847,274,54,0.495412844036697,53,477,707,129,10,560,15,12,274,58,573
0,0,0,76,918,480,77,0.55,74,625,772,608,8,750,20,21,480,35,438
0,0,0,68,864,622,85,0.739130434782609,44,628,125,294,52,171,66,56,622,19,242
0,0,0,77,956,601,93,0.669064748201439,51,150,838,184,44,6,48,25,601,27,355
0,0,0,66,899,281,39,0.342105263157895,26,808,121,546,25,412,12,56,281,40,618
0,0,0,75,914,748,116,0.859259259259259,40,343,858,658,21,372,33,56,748,72,166
0,0,0,61,754,62,16,0.150943396226415,10,431,376,200,23,139,15,52,62,27,692
0,0,0,77,868,740,129,0.895833333333333,52,453,774,86,18,454,39,3,740,26,128
0,0,0,67,694,493,100,0.775193798449612,53,610,255,651,47,647,64,16,493,50,201
0,0,0,63,757,746,99,0.99,4,464,460,113,11,746,17,8,746,25,11
0,0,0,77,1037,102,18,0.122448979591837,55,1009,609,744,14,1037,72,77,102,18,935
0,0,0,70,830,542,95,0.76,7,385,566,744,51,223,8,39,542,34,288
0,0,0,63,872,684,79,0.724770642201835,52,581,251,623,52,487,42,59,684,6,188
0,0,0,64,888,829,113,0.933884297520661,6,106,274,349,28,794,45,13,829,64,59
0,0,0,68,1001,961,131,0.97037037037037,13,506,249,921,4,907,42,40,961,18,40
0,0,0,64,768,398,59,0.487603305785124,45,351,680,227,46,419,40,5,398,6,370
0,0,0,65,688,87,20,0.158730158730159,5,398,80,436,21,82,64,14,87,35,601
0,0,0,80,1006,419,68,0.459459459459459,57,822,951,434,73,180,10,21,419,13,587
0,0,0,61,636,516,96,0.923076923076923,56,474,460,543,56,328,27,26,516,9,120
0,0,0,63,882,597,79,0.759615384615385,45,702,464,107,14,175,37,32,597,33,285
0,0,0,69,811,71,13,0.109243697478992,56,795,693,627,25,268,34,48,71,56,740
0,0,0,65,869,827,133,0.985185185185185,65,243,536,503,52,457,7,36,827,46,42
0,0,0,70,733,171,25,0.204918032786885,57,410,278,460,61,630,8,58,171,56,562
0,0,0,77,1021,690,103,0.705479452054795,71,334,867,319,2,98,26,15,690,3,331
0,0,0,62,701,139,22,0.203703703703704,6,223,666,77,33,21,36,55,139,61,562
0,0,0,72,815,131,26,0.220338983050847,42,747,159,693,64,59,30,55,131,28,684
0,0,0,77,813,169,32,0.216216216216216,15,691,740,661,29,297,58,26,169,8,644
0,0,0,64,915,393,56,0.504504504504504,30,675,733,264,41,715,38,19,393,52,522
0,0,0,61,796,258,43,0.370689655172414,59,302,485,389,56,618,57,53,258,38,538
0,0,0,62,819,555,74,0.74,15,649,271,441,20,282,4,32,555,12,264
0,0,0,61,636,105,16,0.156862745098039,23,609,331,497,20,141,53,21,105,21,531
0,0,0,77,1032,597,101,0.660130718954248,8,770,912,474,51,792,54,62,597,27,435
0,0,0,70,911,607,86,0.677165354330709,5,268,202,354,42,495,6,53,607,36,304
0,0,0,77,1154,641,78,0.595419847328244,2,538,422,662,72,309,10,36,641,68,513
0,0,0,76,1110,161,27,0.217741935483871,29,741,526,1051,45,1107,61,50,161,17,949
0,0,0,64,781,309,50,0.423728813559322,61,311,639,482,7,31,20,23,309,38,472
0,0,0,66,759,429,64,0.56140350877193,13,435,140,178,49,430,22,20,429,54,330
0,0,0,61,887,223,32,0.299065420560748,57,387,321,555,30,163,2,59,223,52,664
0,0,0,74,754,180,39,0.319672131147541,65,236,652,696,67,557,40,17,180,59,574
0,0,0,70,871,394,65,0.511811023622047,68,519,165,236,53,47,41,7,394,64,477
0,0,0,79,1098,252,36,0.270676691729323,36,259,893,941,68,714,44,66,252,29,846
0,0,0,67,914,310,53,0.477477477477477,66,839,443,792,15,193,40,33,310,2,604
0,0,0,66,960,311,49,0.374045801526718,50,948,566,590,25,54,13,32,311,5,649
0,0,0,61,733,271,42,0.385321100917431,18,389,555,514,26,195,11,16,271,54,462
0,0,0,69,897,841,101,0.901785714285714,32,376,729,389,24,220,14,22,841,21,56
0,0,0,71,986,978,121,0.991803278688525,20,726,721,934,5,609,38,29,978,54,8
0,0,0,67,915,386,42,0.375,67,273,396,498,21,750,44,40,386,39,529
0,0,0,69,877,501,87,0.62589928057554,64,259,431,478,31,832,48,38,501,37,376
0,0,0,63,645,84,14,0.133333333333333,16,370,545,609,8,57,2,18,84,57,561
0,0,0,70,828,690,105,0.882352941176471,11,790,319,187,65,175,35,49,690,29,138
0,0,0,61,894,667,100,0.847457627118644,8,497,264,779,24,709,61,28,667,47,227
0,0,0,62,762,693,99,0.942857142857143,60,123,620,448,35,754,13,62,693,12,69
0,0,0,68,733,316,48,0.377952755905512,54,397,287,349,35,64,41,30,316,20,417
0,0,0,74,865,636,103,0.8046875,54,723,699,190,33,61,6,73,636,69,229
0,0,0,65,947,575,73,0.646017699115044,60,414,246,386,5,503,43,52,575,13,372
0,0,0,71,1033,771,104,0.806201550387597,18,815,251,1028,60,688,21,68,771,18,262
0,0,0,69,884,489,75,0.641025641025641,50,625,436,258,31,729,35,42,489,37,395
0,0,0,70,724,180,35,0.2734375,11,214,455,630,70,399,39,11,180,57,544
0,0,0,71,990,730,98,0.777777777777778,43,123,141,327,37,279,12,40,730,14,260
0,0,0,74,1001,865,130,0.902777777777778,70,306,794,224,64,282,48,45,865,37,136
0,0,0,66,738,231,35,0.3125,30,74,218,284,15,562,35,49,231,2,507
0,0,0,80,835,317,44,0.307692307692308,62,771,252,246,2,405,54,26,317,74,518
0,0,0,65,662,331,61,0.521367521367521,49,294,140,168,49,143,65,55,331,16,331
0,0,0,67,736,164,31,0.264957264957265,7,443,690,298,49,378,31,52,164,43,572
0,0,0,72,1001,926,128,0.941176470588235,25,783,696,968,10,508,55,29,926,64,75
1,0,0,62,684,684,101,1,36,636,673,366,29,29,9,49,684,8,0
0,0,0,78,880,164,35,0.23972602739726,73,604,804,87,19,265,67,25,164,50,716
0,0,0,66,860,480,77,0.616,18,852,828,97,9,70,48,39,480,4,380
0,0,0,75,940,652,95,0.673758865248227,3,434,703,619,72,534,59,72,652,69,288
